Image Name,Element ID,Type,Bounding Box,Normalized Bounding Box,Interactivity,Interaction Type,Content,OCR Confidence,IOU with Previous,Dominant Color
frame_0004.jpg,3ccc404eaa,text,"[648, 124, 792, 144]","[0.375, 0.12407407407407407, 0.075, 0.018518518518518517]",FALSE,Text,Wall3o 316L Wallhmc],0,0,"(209, 210, 214)"
frame_0004.jpg,108993c4ee,text,"[105, 152, 149, 168]","[0.06614583333333333, 0.14814814814814814, 0.022916666666666665, 0.014814814814814815]",FALSE,Text,Select,0,0,"(152, 152, 154)"
frame_0004.jpg,4eaf5d4bb9,text,"[166, 148, 228, 174]","[0.10260416666666666, 0.14907407407407408, 0.03229166666666667, 0.024074074074074074]",FALSE,Text,Drafting,0,0,"(165, 165, 167)"
frame_0004.jpg,dbfd18cb90,text,"[247, 155, 294, 168]","[0.14088541666666668, 0.14953703703703702, 0.024479166666666666, 0.012037037037037037]",FALSE,Text,Curves,0,0,"(142, 140, 139)"
frame_0004.jpg,21d23becf4,text,"[315, 155, 365, 170]","[0.17708333333333334, 0.15046296296296297, 0.026041666666666668, 0.013888888888888888]",FALSE,Text,Shapes,0,0,"(136, 136, 137)"
frame_0004.jpg,2d739de51f,text,"[384, 155, 442, 168]","[0.21510416666666668, 0.14953703703703702, 0.030208333333333334, 0.012037037037037037]",FALSE,Text,Features,0,0,"(136, 136, 137)"
frame_0004.jpg,891622c859,text,"[463, 152, 527, 168]","[0.2578125, 0.14814814814814814, 0.03333333333333333, 0.014814814814814815]",FALSE,Text,Booleans,0,0,"(151, 150, 151)"
frame_0004.jpg,95ffdc7325,text,"[547, 152, 596, 170]","[0.29765625, 0.14907407407407408, 0.025520833333333333, 0.016666666666666666]",FALSE,Text,Modify,0,0,"(146, 147, 147)"
frame_0004.jpg,b7300bc697,text,"[617, 152, 652, 168]","[0.33046875, 0.14814814814814814, 0.018229166666666668, 0.014814814814814815]",FALSE,Text,View,0,0,"(155, 154, 155)"
frame_0004.jpg,26c393745e,text,"[671, 155, 746, 170]","[0.3690104166666667, 0.15046296296296297, 0.0390625, 0.013888888888888888]",FALSE,Text,Workplane,0,0,"(135, 135, 137)"
frame_0004.jpg,051f1ef43f,text,"[767, 155, 801, 173]","[0.4083333333333333, 0.15185185185185185, 0.017708333333333333, 0.016666666666666666]",FALSE,Text,Tags,0,0,"(143, 143, 143)"
frame_0004.jpg,d269448ad8,text,"[818, 155, 877, 170]","[0.44140625, 0.15046296296296297, 0.030729166666666665, 0.013888888888888888]",FALSE,Text,Analysis,0,0,"(138, 138, 140)"
frame_0004.jpg,ecc5fa6084,text,"[896, 152, 967, 168]","[0.48515625, 0.14814814814814814, 0.03697916666666667, 0.014814814814814815]",FALSE,Text,Electrodes,0,0,"(151, 150, 151)"
frame_0004.jpg,a90d2c4d30,text,"[1087, 151, 1125, 170]","[0.5760416666666667, 0.1486111111111111, 0.019791666666666666, 0.017592592592592594]",FALSE,Text,Help,0,0,"(160, 159, 159)"
frame_0004.jpg,4a1e2c1ce8,text,"[1253, 217, 1336, 238]","[0.67421875, 0.21064814814814814, 0.043229166666666666, 0.019444444444444445]",FALSE,Text,Swiping grid,0,0,"(203, 202, 203)"
frame_0004.jpg,1a2da51864,text,"[42, 242, 89, 262]","[0.03411458333333333, 0.23333333333333334, 0.024479166666666666, 0.018518518518518517]",FALSE,Text,85.004,0,0,"(205, 205, 205)"
frame_0004.jpg,e2edd5d367,text,"[129, 244, 179, 262]","[0.08020833333333334, 0.23425925925925925, 0.026041666666666668, 0.016666666666666666]",FALSE,Text,"2,20,604",0,0,"(202, 203, 202)"
frame_0004.jpg,aca03fa033,text,"[5, 278, 38, 295]","[0.011197916666666667, 0.2652777777777778, 0.0171875, 0.01574074074074074]",FALSE,Text,CAM,0,0,"(190, 188, 191)"
frame_0004.jpg,dd22f35a8d,text,"[1326, 246, 1384, 296]","[0.7057291666666666, 0.25092592592592594, 0.030208333333333334, 0.046296296296296294]",FALSE,Text,2i,0,0,"(174, 171, 167)"
frame_0004.jpg,2f06814428,text,"[11, 307, 41, 318]","[0.013541666666666667, 0.28935185185185186, 0.015625, 0.010185185185185186]",FALSE,Text,Jobs,0,0,"(192, 193, 192)"
frame_0004.jpg,51ab911674,text,"[56, 307, 90, 321]","[0.03802083333333333, 0.29074074074074074, 0.017708333333333333, 0.012962962962962963]",FALSE,Text,Tools,0,0,"(201, 200, 200)"
frame_0004.jpg,6cb831defa,text,"[103, 307, 149, 321]","[0.065625, 0.29074074074074074, 0.023958333333333335, 0.012962962962962963]",FALSE,Text,Frames,0,0,"(197, 198, 199)"
frame_0004.jpg,b9ba74500b,text,"[159, 309, 203, 323]","[0.09427083333333333, 0.29259259259259257, 0.022916666666666665, 0.012962962962962963]",FALSE,Text,Mocels,0,0,"(194, 193, 191)"
frame_0004.jpg,9923a13582,text,"[212, 307, 266, 323]","[0.12447916666666667, 0.2916666666666667, 0.028125, 0.014814814814814815]",FALSE,Text,Faatjres,0,0,"(202, 202, 203)"
frame_0004.jpg,a689320227,text,"[279, 309, 322, 321]","[0.15651041666666668, 0.2916666666666667, 0.022395833333333334, 0.011111111111111112]",FALSE,Text,Mlacrs,0,0,"(185, 185, 186)"
frame_0004.jpg,ceacb829e1,text,"[89, 330, 154, 347]","[0.06328125, 0.31342592592592594, 0.033854166666666664, 0.01574074074074074]",FALSE,Text,316L Wall,0,0,"(219, 218, 217)"
frame_0004.jpg,5a88a3373c,text,"[90, 371, 191, 386]","[0.07317708333333334, 0.350462962962963, 0.05260416666666667, 0.013888888888888888]",FALSE,Text,Test Print Blane,0,0,"(213, 213, 213)"
frame_0004.jpg,8683e21f9e,text,"[177, 393, 212, 407]","[0.10130208333333333, 0.37037037037037035, 0.018229166666666668, 0.012962962962962963]",FALSE,Text,Level,0,0,"(201, 199, 201)"
frame_0004.jpg,82c3545995,text,"[210, 387, 275, 411]","[0.12630208333333334, 0.36944444444444446, 0.033854166666666664, 0.022222222222222223]",FALSE,Text,Finishing,0,0,"(218, 218, 220)"
frame_0004.jpg,c21185443d,text,"[1254, 443, 1311, 462]","[0.66796875, 0.41898148148148145, 0.0296875, 0.017592592592592594]",FALSE,Text,Visibility,0,0,"(197, 196, 198)"
frame_0004.jpg,99f3e49eed,text,"[1257, 474, 1297, 491]","[0.6651041666666667, 0.44675925925925924, 0.020833333333333332, 0.01574074074074074]",FALSE,Text,Types,0,0,"(168, 166, 167)"
frame_0004.jpg,1e0b2cff44,text,"[1445, 474, 1492, 491]","[0.76484375, 0.44675925925925924, 0.024479166666666666, 0.01574074074074074]",FALSE,Text,Entities,0,0,"(165, 165, 166)"
frame_0004.jpg,44dfb4de48,text,"[1298, 498, 1347, 514]","[0.6888020833333334, 0.4685185185185185, 0.025520833333333333, 0.014814814814814815]",FALSE,Text,Entitie;,0,0,"(190, 192, 191)"
frame_0004.jpg,17bac05079,text,"[226, 517, 303, 531]","[0.13776041666666666, 0.48518518518518516, 0.04010416666666667, 0.012962962962962963]",FALSE,Text,Joplist name,0,0,"(207, 206, 206)"
frame_0004.jpg,a02f999291,text,"[1259, 524, 1303, 538]","[0.6671875, 0.49166666666666664, 0.022916666666666665, 0.012962962962962963]",FALSE,Text,Search,0,0,"(162, 160, 162)"
frame_0004.jpg,2fc0631c51,text,"[1257, 553, 1305, 566]","[0.6671875, 0.5180555555555556, 0.025, 0.012037037037037037]",FALSE,Text,Names,0,0,"(161, 161, 161)"
frame_0004.jpg,74b21f9bff,text,"[1445, 550, 1492, 566]","[0.76484375, 0.5166666666666667, 0.024479166666666666, 0.014814814814814815]",FALSE,Text,Entities,0,0,"(170, 170, 171)"
frame_0004.jpg,5e2b1ea65e,text,"[1633, 550, 1658, 566]","[0.85703125, 0.5166666666666667, 0.013020833333333334, 0.014814814814814815]",FALSE,Text,Des,0,0,"(167, 167, 167)"
frame_0004.jpg,cdcb362044,text,"[22, 563, 65, 577]","[0.02265625, 0.5277777777777778, 0.022395833333333334, 0.012962962962962963]",FALSE,Text,ection,0,0,"(188, 186, 187)"
frame_0004.jpg,fb7d25e6b9,text,"[48, 585, 97, 600]","[0.037760416666666664, 0.5486111111111112, 0.025520833333333333, 0.013888888888888888]",FALSE,Text,Entities,0,0,"(207, 208, 207)"
frame_0004.jpg,aae0aa67fe,text,"[1320, 592, 1371, 611]","[0.70078125, 0.5569444444444445, 0.0265625, 0.017592592592592594]",FALSE,Text,1.13.22,0,0,"(211, 211, 211)"
frame_0004.jpg,0252a4e82f,text,"[70, 605, 109, 618]","[0.046614583333333334, 0.5662037037037037, 0.0203125, 0.012037037037037037]",FALSE,Text,Point,0,0,"(202, 202, 203)"
frame_0004.jpg,caca270e11,text,"[1322, 614, 1365, 631]","[0.6997395833333333, 0.5763888888888888, 0.022395833333333334, 0.01574074074074074]",FALSE,Text,Callan,0,0,"(200, 197, 198)"
frame_0004.jpg,88fbd33141,text,"[1351, 631, 1404, 651]","[0.7174479166666666, 0.5935185185185186, 0.027604166666666666, 0.018518518518518517]",FALSE,Text,Sample,0,0,"(178, 177, 178)"
frame_0004.jpg,26106db0b3,text,"[1692, 622, 1812, 646]","[0.9125, 0.587037037037037, 0.0625, 0.022222222222222223]",FALSE,Text,"Fillingim, Blane",0,0,"(34, 34, 34)"
frame_0004.jpg,b2c7f4b2a3,text,"[70, 640, 103, 657]","[0.04505208333333333, 0.600462962962963, 0.0171875, 0.01574074074074074]",FALSE,Text,Face,0,0,"(207, 206, 207)"
frame_0004.jpg,7988f3320a,text,"[1322, 653, 1352, 666]","[0.6963541666666667, 0.6106481481481482, 0.015625, 0.012037037037037037]",FALSE,Text,Wall,0,0,"(175, 175, 178)"
frame_0004.jpg,2807ceb748,text,"[1363, 651, 1393, 666]","[0.7177083333333333, 0.6097222222222223, 0.015625, 0.013888888888888888]",FALSE,Text,"5,0.-",0,0,"(187, 184, 181)"
frame_0004.jpg,d3dab1174a,text,"[1630, 651, 1660, 666]","[0.8567708333333334, 0.6097222222222223, 0.015625, 0.013888888888888888]",FALSE,Text,Deft,0,0,"(166, 165, 168)"
frame_0004.jpg,d777e51ab8,text,"[69, 659, 120, 677]","[0.04921875, 0.6185185185185185, 0.0265625, 0.016666666666666666]",FALSE,Text,Feature,0,0,"(203, 203, 204)"
frame_0004.jpg,3d999242ef,text,"[68, 677, 105, 694]","[0.04505208333333333, 0.6347222222222222, 0.019270833333333334, 0.01574074074074074]",FALSE,Text,Sclid,0,0,"(201, 201, 200)"
frame_0004.jpg,6faad64602,text,"[1257, 683, 1305, 696]","[0.6671875, 0.638425925925926, 0.025, 0.012037037037037037]",FALSE,Text,Names,0,0,"(162, 162, 162)"
frame_0004.jpg,7e33d72e99,text,"[1445, 681, 1492, 696]","[0.76484375, 0.6375, 0.024479166666666666, 0.013888888888888888]",FALSE,Text,Entities,0,0,"(166, 167, 169)"
frame_0004.jpg,8b0360ba03,text,"[1633, 683, 1658, 696]","[0.85703125, 0.638425925925926, 0.013020833333333334, 0.012037037037037037]",FALSE,Text,Des,0,0,"(156, 154, 155)"
frame_0004.jpg,b80315cfc9,text,"[70, 716, 122, 735]","[0.05, 0.6717592592592593, 0.027083333333333334, 0.017592592592592594]",FALSE,Text,Polyline,0,0,"(195, 196, 197)"
frame_0004.jpg,09e725c716,text,"[70, 735, 129, 753]","[0.05182291666666667, 0.6888888888888889, 0.030729166666666665, 0.016666666666666666]",FALSE,Text,Toolpath,0,0,"(191, 190, 192)"
frame_0004.jpg,6547c75e9a,text,"[70, 755, 145, 770]","[0.055989583333333336, 0.7060185185185185, 0.0390625, 0.013888888888888888]",FALSE,Text,Point cloud,0,0,"(184, 186, 186)"
frame_0004.jpg,2e2d05d66d,text,"[70, 772, 106, 788]","[0.04583333333333333, 0.7222222222222222, 0.01875, 0.014814814814814815]",FALSE,Text,Note,0,0,"(182, 182, 183)"
frame_0004.jpg,292d608008,text,"[70, 790, 140, 807]","[0.0546875, 0.7393518518518518, 0.036458333333333336, 0.01574074074074074]",FALSE,Text,Cimension,0,0,"(184, 183, 183)"
frame_0004.jpg,fe7ebd2bae,text,"[70, 810, 165, 829]","[0.061197916666666664, 0.7587962962962963, 0.049479166666666664, 0.017592592592592594]",FALSE,Text,Vector graphic,0,0,"(182, 181, 182)"
frame_0004.jpg,0bba08b8f2,text,"[70, 831, 114, 847]","[0.04791666666666667, 0.7768518518518519, 0.022916666666666665, 0.014814814814814815]",FALSE,Text,Image,0,0,"(173, 172, 172)"
frame_0004.jpg,9dd0b8476e,text,"[1251, 825, 1311, 840]","[0.6671875, 0.7708333333333334, 0.03125, 0.013888888888888888]",FALSE,Text,JYPerMMILL,0,0,"(208, 206, 208)"
frame_0004.jpg,7226b099ba,text,"[1341, 825, 1374, 840]","[0.70703125, 0.7708333333333334, 0.0171875, 0.013888888888888888]",FALSE,Text,Cycla,0,0,"(208, 206, 207)"
frame_0004.jpg,c3ceb73ff0,text,"[69, 847, 114, 866]","[0.04765625, 0.7930555555555555, 0.0234375, 0.017592592592592594]",FALSE,Text,Group,0,0,"(171, 171, 172)"
frame_0004.jpg,860a356f29,text,"[1251, 853, 1284, 868]","[0.66015625, 0.7967592592592593, 0.0171875, 0.013888888888888888]",FALSE,Text,Cycla,0,0,"(208, 207, 206)"
frame_0004.jpg,7cf80d6bb1,text,"[1306, 855, 1371, 866]","[0.6971354166666667, 0.7967592592592593, 0.033854166666666664, 0.010185185185185186]",FALSE,Text,tominaid,0,0,"(192, 192, 191)"
frame_0004.jpg,cdb33ef4cf,text,"[47, 873, 112, 888]","[0.04140625, 0.8152777777777778, 0.033854166666666664, 0.013888888888888888]",FALSE,Text,Attrioutes,0,0,"(201, 202, 203)"
frame_0004.jpg,a2d1adfe09,text,"[70, 910, 109, 927]","[0.046614583333333334, 0.850462962962963, 0.0203125, 0.01574074074074074]",FALSE,Text,Color,0,0,"(194, 192, 192)"
frame_0004.jpg,d09ced90d1,text,"[48, 929, 112, 945]","[0.041666666666666664, 0.8675925925925926, 0.03333333333333333, 0.014814814814814815]",FALSE,Text,Advanced,0,0,"(175, 174, 173)"
frame_0004.jpg,2058d4f0ae,text,"[621, 968, 672, 986]","[0.33671875, 0.9046296296296297, 0.0265625, 0.016666666666666666]",FALSE,Text,Search,0,0,"(216, 218, 224)"
frame_0004.jpg,c7a6fe390f,text,"[1, 1046, 128, 1076]","[0.03359375, 0.9824074074074074, 0.06614583333333333, 0.027777777777777776]",TRUE,Text,"Fillingim, Blane",0,0,"(26, 26, 26)"
frame_0004.jpg,b43c4b5df6,text,"[1551, 965, 1631, 992]","[0.8286458333333333, 0.9060185185185186, 0.041666666666666664, 0.025]",TRUE,Text,12/19/2024,0,0,"(200, 208, 218)"
frame_0004.jpg,91285c6697,text,"[784, 84, 887, 111]","[0.43515625, 0.09027777777777778, 0.05364583333333333, 0.025]",TRUE,Text,Windows,0,0,"(219, 219, 220)"
frame_0004.jpg,c726d281f2,text,"[1246, 877, 1632, 905]","[0.7494791666666667, 0.825, 0.20104166666666667, 0.025925925925925925]",TRUE,Text,Ope-,0,0,"(221, 221, 221)"
frame_0004.jpg,759650a34e,text,"[1246, 877, 1632, 905]","[0.7494791666666667, 0.825, 0.20104166666666667, 0.025925925925925925]",TRUE,Text,Leval Firishing,0,0,"(221, 221, 221)"
frame_0004.jpg,a4d6c7204a,text,"[1713, 456, 1872, 620]","[0.93359375, 0.4981481481481482, 0.0828125, 0.15185185185185185]",TRUE,Text,BF,0,0,"(158, 166, 172)"
frame_0004.jpg,a1ef345da8,text,"[1028, 148, 1108, 172]","[0.55625, 0.14814814814814814, 0.041666666666666664, 0.022222222222222223]",TRUE,Text,CAM,0,0,"(179, 178, 179)"
frame_0004.jpg,a193ae2328,text,"[1251, 699, 1670, 785]","[0.7606770833333333, 0.687037037037037, 0.21822916666666667, 0.07962962962962963]",TRUE,Text,Colcr,0,0,"(207, 209, 208)"
frame_0004.jpg,e47dee230b,text,"[1251, 699, 1670, 785]","[0.7606770833333333, 0.687037037037037, 0.21822916666666667, 0.07962962962962963]",TRUE,Text,RGB,0,0,"(207, 209, 208)"
frame_0004.jpg,9a2074bc8d,text,"[1251, 699, 1670, 785]","[0.7606770833333333, 0.687037037037037, 0.21822916666666667, 0.07962962962962963]",TRUE,Text,Turqucise,0,0,"(207, 209, 208)"
frame_0004.jpg,e47dee230b,text,"[1251, 699, 1670, 785]","[0.7606770833333333, 0.687037037037037, 0.21822916666666667, 0.07962962962962963]",TRUE,Text,RGB,0,0,"(207, 209, 208)"
frame_0004.jpg,35e544074b,text,"[1251, 699, 1670, 785]","[0.7606770833333333, 0.687037037037037, 0.21822916666666667, 0.07962962962962963]",TRUE,Text,03 Tea,0,0,"(207, 209, 208)"
frame_0004.jpg,e47dee230b,text,"[1251, 699, 1670, 785]","[0.7606770833333333, 0.687037037037037, 0.21822916666666667, 0.07962962962962963]",TRUE,Text,RGB,0,0,"(207, 209, 208)"
frame_0004.jpg,e2d8bcc976,text,"[0, 210, 344, 237]","[0.08958333333333333, 0.20694444444444443, 0.17916666666666667, 0.025]",TRUE,Text,Cocrdinates,0,0,"(224, 224, 224)"
frame_0004.jpg,fb77a6893e,icon,"[1056, 963, 1087, 995]","[0.5580729166666667, 0.9064814814814814, 0.016145833333333335, 0.02962962962962963]",TRUE,Clickable,No object detected.,0,0,"(111, 136, 168)"
frame_0004.jpg,b2bcc8b8ca,icon,"[1003, 962, 1037, 995]","[0.53125, 0.9060185185185186, 0.017708333333333333, 0.030555555555555555]",TRUE,Clickable,No object detected.,0,0,"(145, 186, 207)"
frame_0004.jpg,3cf0dfd35e,icon,"[1105, 963, 1138, 995]","[0.5841145833333333, 0.9064814814814814, 0.0171875, 0.02962962962962963]",TRUE,Clickable,No object detected.,0,0,"(166, 168, 177)"
frame_0004.jpg,cd3abb6ccc,icon,"[951, 959, 988, 997]","[0.5049479166666667, 0.9055555555555556, 0.019270833333333334, 0.03518518518518519]",TRUE,Clickable,No object detected.,0,0,"(206, 201, 180)"
frame_0004.jpg,28198dfe7e,icon,"[896, 953, 943, 1002]","[0.47890625, 0.9050925925925926, 0.024479166666666666, 0.04537037037037037]",TRUE,Clickable,No object detected.,0,0,"(203, 206, 224)"
frame_0004.jpg,3b165ab95a,icon,"[840, 960, 880, 995]","[0.4479166666666667, 0.9050925925925926, 0.020833333333333332, 0.032407407407407406]",TRUE,Clickable,No object detected.,0,0,"(189, 191, 206)"
frame_0004.jpg,8b8cb7d1f2,icon,"[533, 958, 569, 994]","[0.2869791666666667, 0.9037037037037037, 0.01875, 0.03333333333333333]",TRUE,Clickable,No object detected.,0,0,"(138, 184, 228)"
frame_0004.jpg,ed660a7483,icon,"[645, 910, 674, 949]","[0.34348958333333335, 0.8606481481481482, 0.015104166666666667, 0.03611111111111111]",TRUE,Clickable,No object detected.,0,0,"(150, 198, 203)"
frame_0004.jpg,79f38f25ce,icon,"[1313, 79, 1339, 118]","[0.690625, 0.0912037037037037, 0.013541666666666667, 0.03611111111111111]",TRUE,Clickable,No object detected.,0,0,"(231, 229, 231)"
frame_0004.jpg,b05b31a644,icon,"[97, 180, 124, 208]","[0.05755208333333333, 0.17962962962962964, 0.0140625, 0.025925925925925925]",TRUE,Clickable,No object detected.,0,0,"(118, 154, 185)"
frame_0004.jpg,528bc0da9a,icon,"[1, 957, 53, 997]","[0.0140625, 0.9046296296296297, 0.027083333333333334, 0.037037037037037035]",TRUE,Clickable,No object detected.,0,0,"(191, 213, 234)"
frame_0004.jpg,9a7458f1de,icon,"[1274, 83, 1305, 115]","[0.6716145833333333, 0.09166666666666666, 0.016145833333333335, 0.02962962962962963]",TRUE,Clickable,No object detected.,0,0,"(223, 222, 224)"
frame_0004.jpg,10d19e5b97,icon,"[1348, 79, 1384, 118]","[0.7114583333333333, 0.0912037037037037, 0.01875, 0.03611111111111111]",TRUE,Clickable,a black and white photo of a woman in a pink dress,0,0,"(229, 229, 230)"
frame_0004.jpg,38a5ec90b1,icon,"[1, 1046, 128, 1076]","[0.03359375, 0.9824074074074074, 0.06614583333333333, 0.027777777777777776]",TRUE,Clickable,No object detected.,0,0,"(26, 26, 26)"
frame_0004.jpg,69b5434bfe,icon,"[1551, 965, 1631, 992]","[0.8286458333333333, 0.9060185185185186, 0.041666666666666664, 0.025]",TRUE,Clickable,No object detected.,0,0,"(200, 208, 218)"
frame_0004.jpg,47ea2534f8,icon,"[681, 910, 715, 949]","[0.36354166666666665, 0.8606481481481482, 0.017708333333333333, 0.03611111111111111]",TRUE,Clickable,No object detected.,0,0,"(187, 183, 187)"
frame_0004.jpg,d8e87c8525,icon,"[784, 84, 887, 111]","[0.43515625, 0.09027777777777778, 0.05364583333333333, 0.025]",TRUE,Clickable,No object detected.,0,0,"(219, 219, 220)"
