Image Name,Element ID,Type,Bounding Box,Normalized Bounding Box,Interactivity,Interaction Type,Content,OCR Confidence,IOU with Previous,Dominant Color,,,
frame_000.png,ccbc949b0f,icon,"[558, 828, 659, 861]","[0.31692708333333336, 0.7819444444444444, 0.05260416666666667, 0.030555555555555555]",TRUE,Clickable,No object detected.,0,0,"(70, 68, 78)",,,
frame_000.png,1cb697d2ee,icon,"[142, 710, 503, 754]","[0.16796875, 0.6777777777777778, 0.18802083333333333, 0.040740740740740744]",TRUE,Clickable,No object detected.,0,0,"(74, 72, 81)",,,
frame_001.png,f8dd1ff2ec,text,"[135, 862, 388, 918]","[0.13619791666666667, 0.8240740740740741, 0.13177083333333334, 0.05185185185185185]",FALSE,Text,Fillingim; Blane,0,0,"(72, 70, 79)",,,
frame_001.png,e750c5f7aa,text,"[554, 868, 803, 916]","[0.3533854166666667, 0.825925925925926, 0.1296875, 0.044444444444444446]",FALSE,Text,"Fillingim, Blane",0,0,"(77, 75, 84)",,,
frame_001.png,8e0fdddb8b,text,"[1555, 76, 1825, 119]","[0.8802083333333334, 0.09027777777777778, 0.140625, 0.03981481481481482]",TRUE,Text,Microsoft Teams,0,0,"(79, 77, 85)",,,
frame_001.png,a6cbc451dc,text,"[558, 828, 659, 860]","[0.31692708333333336, 0.7814814814814814, 0.05260416666666667, 0.02962962962962963]",TRUE,Text,Organized by,0,0,"(70, 69, 78)",,,
frame_001.png,da5dc6b1f0,text,"[136, 482, 901, 591]","[0.27005208333333336, 0.49675925925925923, 0.3984375, 0.10092592592592593]",TRUE,Text,Test HyperMILL P2,0,0,"(88, 86, 94)",,,
frame_001.png,b5a1ab5d63,text,"[142, 827, 237, 861]","[0.09869791666666666, 0.7814814814814814, 0.049479166666666664, 0.03148148148148148]",TRUE,Text,Recorded by,0,0,"(69, 67, 75)",,,
frame_001.png,479ec3a204,text,"[142, 710, 503, 754]","[0.16796875, 0.6777777777777778, 0.18802083333333333, 0.040740740740740744]",TRUE,Text,2024-12-19 17.48 UTC,0,0,"(74, 72, 81)",,,
frame_001.png,0df40ea668,icon,"[1555, 76, 1825, 119]","[0.8802083333333334, 0.09027777777777778, 0.140625, 0.03981481481481482]",TRUE,Clickable,No object detected.,0,0,"(79, 77, 85)",,,
frame_001.png,1b5e3fce53,icon,"[558, 828, 659, 860]","[0.31692708333333336, 0.7814814814814814, 0.05260416666666667, 0.02962962962962963]",TRUE,Clickable,No object detected.,0,0,"(70, 69, 78)",,,
frame_001.png,1676a56e01,icon,"[136, 482, 901, 591]","[0.27005208333333336, 0.49675925925925923, 0.3984375, 0.10092592592592593]",TRUE,Clickable,No object detected.,0,0,"(88, 86, 94)",,,
frame_001.png,bd1dfdff5c,icon,"[142, 827, 237, 861]","[0.09869791666666666, 0.7814814814814814, 0.049479166666666664, 0.03148148148148148]",TRUE,Clickable,No object detected.,0,0,"(69, 67, 75)",,,
frame_001.png,1cb697d2ee,icon,"[142, 710, 503, 754]","[0.16796875, 0.6777777777777778, 0.18802083333333333, 0.040740740740740744]",TRUE,Clickable,No object detected.,0,0,"(74, 72, 81)",,,
frame_002.png,f8dd1ff2ec,text,"[135, 862, 388, 918]","[0.13619791666666667, 0.8240740740740741, 0.13177083333333334, 0.05185185185185185]",FALSE,Text,Fillingim; Blane,0,0,"(72, 70, 79)",,,
frame_002.png,e750c5f7aa,text,"[554, 868, 803, 916]","[0.3533854166666667, 0.825925925925926, 0.1296875, 0.044444444444444446]",FALSE,Text,"Fillingim, Blane",0,0,"(77, 75, 84)",,,
frame_002.png,8e0fdddb8b,text,"[1555, 76, 1825, 119]","[0.8802083333333334, 0.09027777777777778, 0.140625, 0.03981481481481482]",TRUE,Text,Microsoft Teams,0,0,"(79, 77, 85)",,,
frame_002.png,a6cbc451dc,text,"[558, 828, 659, 860]","[0.31692708333333336, 0.7814814814814814, 0.05260416666666667, 0.02962962962962963]",TRUE,Text,Organized by,0,0,"(70, 69, 78)",,,
frame_002.png,da5dc6b1f0,text,"[136, 482, 901, 591]","[0.27005208333333336, 0.49675925925925923, 0.3984375, 0.10092592592592593]",TRUE,Text,Test HyperMILL P2,0,0,"(88, 86, 94)",,,
frame_002.png,b5a1ab5d63,text,"[142, 827, 237, 861]","[0.09869791666666666, 0.7814814814814814, 0.049479166666666664, 0.03148148148148148]",TRUE,Text,Recorded by,0,0,"(69, 67, 75)",,,
frame_002.png,479ec3a204,text,"[142, 710, 503, 754]","[0.16796875, 0.6777777777777778, 0.18802083333333333, 0.040740740740740744]",TRUE,Text,2024-12-19 17.48 UTC,0,0,"(74, 72, 81)",,,
frame_002.png,0df40ea668,icon,"[1555, 76, 1825, 119]","[0.8802083333333334, 0.09027777777777778, 0.140625, 0.03981481481481482]",TRUE,Clickable,No object detected.,0,0,"(79, 77, 85)",,,
frame_002.png,1b5e3fce53,icon,"[558, 828, 659, 860]","[0.31692708333333336, 0.7814814814814814, 0.05260416666666667, 0.02962962962962963]",TRUE,Clickable,No object detected.,0,0,"(70, 69, 78)",,,
frame_002.png,1676a56e01,icon,"[136, 482, 901, 591]","[0.27005208333333336, 0.49675925925925923, 0.3984375, 0.10092592592592593]",TRUE,Clickable,No object detected.,0,0,"(88, 86, 94)",,,
frame_002.png,bd1dfdff5c,icon,"[142, 827, 237, 861]","[0.09869791666666666, 0.7814814814814814, 0.049479166666666664, 0.03148148148148148]",TRUE,Clickable,No object detected.,0,0,"(69, 67, 75)",,,
frame_002.png,1cb697d2ee,icon,"[142, 710, 503, 754]","[0.16796875, 0.6777777777777778, 0.18802083333333333, 0.040740740740740744]",TRUE,Clickable,No object detected.,0,0,"(74, 72, 81)",,,
frame_003.png,f8dd1ff2ec,text,"[135, 862, 388, 918]","[0.13619791666666667, 0.8240740740740741, 0.13177083333333334, 0.05185185185185185]",FALSE,Text,Fillingim; Blane,0,0,"(72, 70, 79)",,,
frame_003.png,e750c5f7aa,text,"[554, 868, 803, 916]","[0.3533854166666667, 0.825925925925926, 0.1296875, 0.044444444444444446]",FALSE,Text,"Fillingim, Blane",0,0,"(77, 75, 84)",,,
frame_003.png,8e0fdddb8b,text,"[1555, 76, 1825, 119]","[0.8802083333333334, 0.09027777777777778, 0.140625, 0.03981481481481482]",TRUE,Text,Microsoft Teams,0,0,"(79, 77, 85)",,,
frame_003.png,a6cbc451dc,text,"[558, 828, 659, 860]","[0.31692708333333336, 0.7814814814814814, 0.05260416666666667, 0.02962962962962963]",TRUE,Text,Organized by,0,0,"(70, 69, 78)",,,
frame_003.png,da5dc6b1f0,text,"[136, 482, 901, 591]","[0.27005208333333336, 0.49675925925925923, 0.3984375, 0.10092592592592593]",TRUE,Text,Test HyperMILL P2,0,0,"(88, 86, 94)",,,
frame_003.png,b5a1ab5d63,text,"[142, 827, 237, 861]","[0.09869791666666666, 0.7814814814814814, 0.049479166666666664, 0.03148148148148148]",TRUE,Text,Recorded by,0,0,"(69, 67, 75)",,,
frame_003.png,479ec3a204,text,"[142, 710, 503, 754]","[0.16796875, 0.6777777777777778, 0.18802083333333333, 0.040740740740740744]",TRUE,Text,2024-12-19 17.48 UTC,0,0,"(74, 72, 81)",,,
frame_003.png,0df40ea668,icon,"[1555, 76, 1825, 119]","[0.8802083333333334, 0.09027777777777778, 0.140625, 0.03981481481481482]",TRUE,Clickable,No object detected.,0,0,"(79, 77, 85)",,,
frame_003.png,1b5e3fce53,icon,"[558, 828, 659, 860]","[0.31692708333333336, 0.7814814814814814, 0.05260416666666667, 0.02962962962962963]",TRUE,Clickable,No object detected.,0,0,"(70, 69, 78)",,,
frame_003.png,1676a56e01,icon,"[136, 482, 901, 591]","[0.27005208333333336, 0.49675925925925923, 0.3984375, 0.10092592592592593]",TRUE,Clickable,No object detected.,0,0,"(88, 86, 94)",,,
frame_003.png,bd1dfdff5c,icon,"[142, 827, 237, 861]","[0.09869791666666666, 0.7814814814814814, 0.049479166666666664, 0.03148148148148148]",TRUE,Clickable,No object detected.,0,0,"(69, 67, 75)",,,
frame_003.png,1cb697d2ee,icon,"[142, 710, 503, 754]","[0.16796875, 0.6777777777777778, 0.18802083333333333, 0.040740740740740744]",TRUE,Clickable,No object detected.,0,0,"(74, 72, 81)",,,
frame_004.png,4741cfea0a,text,"[914, 504, 1010, 576]","[0.5010416666666667, 0.5, 0.05, 0.06666666666666667]",FALSE,Text,BF,0,0,"(147, 163, 170)",,,
frame_004.png,cbb3f053c5,text,"[776, 642, 897, 666]","[0.4356770833333333, 0.6055555555555555, 0.06302083333333333, 0.022222222222222223]",FALSE,Text,"Fillingim, Blane",0,0,"(34, 34, 34)",,,
frame_005.png,4741cfea0a,text,"[914, 504, 1010, 576]","[0.5010416666666667, 0.5, 0.05, 0.06666666666666667]",FALSE,Text,BF,0,0,"(147, 163, 170)",,,
frame_005.png,cbb3f053c5,text,"[776, 642, 897, 666]","[0.4356770833333333, 0.6055555555555555, 0.06302083333333333, 0.022222222222222223]",FALSE,Text,"Fillingim, Blane",0,0,"(34, 34, 34)",,,
frame_006.png,89c1a1504f,text,"[20, 127, 100, 146]","[0.03125, 0.12638888888888888, 0.041666666666666664, 0.017592592592592594]",FALSE,Text,hyperMILL *,0,0,"(210, 211, 211)",,,
frame_006.png,f4afcc92ff,text,"[145, 127, 225, 143]","[0.09635416666666667, 0.125, 0.041666666666666664, 0.014814814814814815]",FALSE,Text,FOR RESALE,0,0,"(204, 204, 204)",,,
frame_006.png,1963592242,text,"[233, 124, 612, 144]","[0.22005208333333334, 0.12407407407407407, 0.19739583333333333, 0.018518518518518517]",FALSE,Text,DWMac{Dropbox for Business 316LSpotSizeWalls  2022_01_11,0,0,"(212, 212, 212)",,,
frame_006.png,410e2e0c30,text,"[648, 126, 792, 144]","[0.375, 0.125, 0.075, 0.016666666666666666]",FALSE,Text,Wall3o 316L Wallnmc],0,0,"(208, 208, 208)",,,
frame_006.png,67e8fa1395,text,"[13, 152, 38, 168]","[0.01328125, 0.14814814814814814, 0.013020833333333334, 0.014814814814814815]",FALSE,Text,File,0,0,"(146, 147, 147)",,,
frame_006.png,108993c4ee,text,"[105, 152, 149, 168]","[0.06614583333333333, 0.14814814814814814, 0.022916666666666665, 0.014814814814814815]",FALSE,Text,Select,0,0,"(151, 153, 153)",,,
frame_006.png,cc7305efee,text,"[166, 148, 229, 174]","[0.10286458333333333, 0.14907407407407408, 0.0328125, 0.024074074074074074]",FALSE,Text,Drafting,0,0,"(166, 166, 166)",,,
frame_006.png,dbfd18cb90,text,"[247, 155, 294, 168]","[0.14088541666666668, 0.14953703703703702, 0.024479166666666666, 0.012037037037037037]",FALSE,Text,Curves,0,0,"(142, 141, 142)",,,
frame_006.png,21d23becf4,text,"[315, 155, 365, 170]","[0.17708333333333334, 0.15046296296296297, 0.026041666666666668, 0.013888888888888888]",FALSE,Text,Shapes,0,0,"(135, 137, 137)",,,
frame_006.png,7c35d1034c,text,"[384, 152, 444, 168]","[0.215625, 0.14814814814814814, 0.03125, 0.014814814814814815]",FALSE,Text,Features,0,0,"(153, 155, 155)",,,
frame_006.png,891622c859,text,"[463, 152, 527, 168]","[0.2578125, 0.14814814814814814, 0.03333333333333333, 0.014814814814814815]",FALSE,Text,Booleans,0,0,"(151, 153, 153)",,,
frame_006.png,95ffdc7325,text,"[547, 152, 596, 170]","[0.29765625, 0.14907407407407408, 0.025520833333333333, 0.016666666666666666]",FALSE,Text,Modify,0,0,"(146, 148, 147)",,,
frame_006.png,a8de7ef8e4,text,"[671, 152, 746, 170]","[0.3690104166666667, 0.14907407407407408, 0.0390625, 0.016666666666666666]",FALSE,Text,Workplane,0,0,"(150, 152, 152)",,,
frame_006.png,051f1ef43f,text,"[767, 155, 801, 173]","[0.4083333333333333, 0.15185185185185185, 0.017708333333333333, 0.016666666666666666]",FALSE,Text,Tags,0,0,"(143, 145, 144)",,,
frame_006.png,8ea6a7b47e,text,"[818, 152, 877, 170]","[0.44140625, 0.14907407407407408, 0.030729166666666665, 0.016666666666666666]",FALSE,Text,Analysis,0,0,"(152, 154, 154)",,,
frame_006.png,73e9aabe13,text,"[4, 217, 82, 238]","[0.022395833333333334, 0.21064814814814814, 0.040625, 0.019444444444444445]",FALSE,Text,Coordinates,0,0,"(202, 203, 204)",,,
frame_006.png,4a1e2c1ce8,text,"[1253, 217, 1336, 238]","[0.67421875, 0.21064814814814814, 0.043229166666666666, 0.019444444444444445]",FALSE,Text,Swiping grid,0,0,"(204, 202, 204)",,,
frame_006.png,aca03fa033,text,"[5, 278, 38, 295]","[0.011197916666666667, 0.2652777777777778, 0.0171875, 0.01574074074074074]",FALSE,Text,CAM,0,0,"(190, 188, 188)",,,
frame_006.png,221d09be73,text,"[1326, 248, 1384, 298]","[0.7057291666666666, 0.25277777777777777, 0.030208333333333334, 0.046296296296296294]",FALSE,Text,2u,0,0,"(175, 173, 171)",,,
frame_006.png,2f06814428,text,"[11, 307, 41, 318]","[0.013541666666666667, 0.28935185185185186, 0.015625, 0.010185185185185186]",FALSE,Text,Jobs,0,0,"(196, 191, 191)",,,
frame_006.png,3b1b3952a0,text,"[55, 305, 90, 324]","[0.037760416666666664, 0.2912037037037037, 0.018229166666666668, 0.017592592592592594]",FALSE,Text,Tools,0,0,"(213, 211, 215)",,,
frame_006.png,6cb831defa,text,"[103, 307, 149, 321]","[0.065625, 0.29074074074074074, 0.023958333333333335, 0.012962962962962963]",FALSE,Text,Frames,0,0,"(198, 197, 200)",,,
frame_006.png,595d30b70a,text,"[159, 309, 203, 323]","[0.09427083333333333, 0.29259259259259257, 0.022916666666666665, 0.012962962962962963]",FALSE,Text,Mozels,0,0,"(193, 193, 195)",,,
frame_006.png,b9b840436e,text,"[275, 305, 322, 323]","[0.15546875, 0.29074074074074074, 0.024479166666666666, 0.016666666666666666]",FALSE,Text,Macros,0,0,"(207, 206, 210)",,,
frame_006.png,ceacb829e1,text,"[89, 330, 154, 347]","[0.06328125, 0.31342592592592594, 0.033854166666666664, 0.01574074074074074]",FALSE,Text,316L Wall,0,0,"(219, 218, 220)",,,
frame_006.png,3a171aff6a,text,"[1253, 443, 1311, 462]","[0.6677083333333333, 0.41898148148148145, 0.030208333333333334, 0.017592592592592594]",FALSE,Text,Visibility,0,0,"(196, 197, 201)",,,
frame_006.png,876f97b0b1,text,"[1259, 474, 1297, 491]","[0.665625, 0.44675925925925924, 0.019791666666666666, 0.01574074074074074]",FALSE,Text,Types,0,0,"(164, 165, 167)",,,
frame_006.png,1e0b2cff44,text,"[1445, 474, 1492, 491]","[0.76484375, 0.44675925925925924, 0.024479166666666666, 0.01574074074074074]",FALSE,Text,Entities,0,0,"(164, 165, 169)",,,
frame_006.png,39d7be89dc,text,"[1322, 498, 1374, 517]","[0.7020833333333333, 0.4699074074074074, 0.027083333333333334, 0.017592592592592594]",FALSE,Text,Polyline,0,0,"(203, 204, 208)",,,
frame_006.png,57abf631d8,text,"[195, 517, 268, 531]","[0.12057291666666667, 0.48518518518518516, 0.03802083333333333, 0.012962962962962963]",FALSE,Text,Joblist name,0,0,"(204, 203, 205)",,,
frame_006.png,f4f4c9761e,text,"[1358, 519, 1396, 533]","[0.7171875, 0.48703703703703705, 0.019791666666666666, 0.012962962962962963]",FALSE,Text,cloud,0,0,"(191, 193, 196)",,,
frame_006.png,9db84e25a2,text,"[1322, 536, 1357, 553]","[0.69765625, 0.5041666666666667, 0.018229166666666668, 0.01574074074074074]",FALSE,Text,Note,0,0,"(192, 193, 196)",,,
frame_006.png,5ca10ab64c,text,"[1322, 555, 1393, 570]","[0.70703125, 0.5208333333333334, 0.03697916666666667, 0.013888888888888888]",FALSE,Text,DimeosiQn,0,0,"(165, 167, 168)",,,
frame_006.png,cdcb362044,text,"[22, 563, 65, 577]","[0.02265625, 0.5277777777777778, 0.022395833333333334, 0.012962962962962963]",FALSE,Text,ection,0,0,"(188, 188, 188)",,,
frame_006.png,2139f90ebf,text,"[1259, 579, 1303, 592]","[0.6671875, 0.5421296296296296, 0.022916666666666665, 0.012037037037037037]",FALSE,Text,Search,0,0,"(151, 148, 147)",,,
frame_006.png,fb7d25e6b9,text,"[48, 585, 97, 600]","[0.037760416666666664, 0.5486111111111112, 0.025520833333333333, 0.013888888888888888]",FALSE,Text,Entities,0,0,"(208, 207, 207)",,,
frame_006.png,0252a4e82f,text,"[70, 605, 109, 618]","[0.046614583333333334, 0.5662037037037037, 0.0203125, 0.012037037037037037]",FALSE,Text,Point,0,0,"(201, 202, 200)",,,
frame_006.png,5aacba246a,text,"[1255, 603, 1305, 620]","[0.6666666666666666, 0.5662037037037037, 0.026041666666666668, 0.01574074074074074]",FALSE,Text,Names,0,0,"(176, 173, 174)",,,
frame_006.png,8d4b139f4d,text,"[1445, 605, 1492, 620]","[0.76484375, 0.5671296296296297, 0.024479166666666666, 0.013888888888888888]",FALSE,Text,Entities,0,0,"(164, 161, 165)",,,
frame_006.png,ad1fd70048,text,"[1633, 605, 1658, 618]","[0.85703125, 0.5662037037037037, 0.013020833333333334, 0.012037037037037037]",FALSE,Text,Des,0,0,"(157, 153, 161)",,,
frame_006.png,57660f8f34,text,"[70, 622, 111, 638]","[0.047135416666666666, 0.5833333333333334, 0.021354166666666667, 0.014814814814814815]",FALSE,Text,Curve,0,0,"(212, 211, 212)",,,
frame_006.png,4ca216fe5f,text,"[1322, 629, 1371, 644]","[0.7013020833333333, 0.5893518518518519, 0.025520833333333333, 0.013888888888888888]",FALSE,Text,1.13.22,0,0,"(209, 207, 208)",,,
frame_006.png,26106db0b3,text,"[1692, 622, 1812, 646]","[0.9125, 0.587037037037037, 0.0625, 0.022222222222222223]",FALSE,Text,"Fillingim, Blane",0,0,"(34, 34, 34)",,,
frame_006.png,b2c7f4b2a3,text,"[70, 640, 103, 657]","[0.04505208333333333, 0.600462962962963, 0.0171875, 0.01574074074074074]",FALSE,Text,Face,0,0,"(207, 207, 209)",,,
frame_006.png,d9bf5199aa,text,"[1322, 648, 1365, 664]","[0.6997395833333333, 0.6074074074074074, 0.022395833333333334, 0.014814814814814815]",FALSE,Text,Callan,0,0,"(202, 199, 202)",,,
frame_006.png,15942aa77b,text,"[70, 661, 120, 677]","[0.049479166666666664, 0.6194444444444445, 0.026041666666666668, 0.014814814814814815]",FALSE,Text,Feature,0,0,"(198, 197, 200)",,,
frame_006.png,adb0a26d5d,text,"[1365, 666, 1393, 683]","[0.7182291666666667, 0.624537037037037, 0.014583333333333334, 0.01574074074074074]",FALSE,Text,"5,0.7",0,0,"(201, 196, 199)",,,
frame_006.png,100aec9f4d,text,"[1630, 666, 1660, 683]","[0.8567708333333334, 0.624537037037037, 0.015625, 0.01574074074074074]",FALSE,Text,Def?,0,0,"(181, 178, 184)",,,
frame_006.png,dea78dae41,text,"[70, 679, 106, 694]","[0.04583333333333333, 0.6356481481481482, 0.01875, 0.013888888888888888]",FALSE,Text,Sclid,0,0,"(196, 196, 196)",,,
frame_006.png,460cc88bea,text,"[1322, 687, 1385, 703]","[0.7049479166666667, 0.6435185185185185, 0.0328125, 0.014814814814814815]",FALSE,Text,Substrate,0,0,"(193, 190, 195)",,,
frame_006.png,9d96c181df,text,"[1363, 705, 1396, 718]","[0.7184895833333333, 0.6587962962962963, 0.0171875, 0.012037037037037037]",FALSE,Text,Wuui,0,0,"(221, 218, 222)",,,
frame_006.png,b80315cfc9,text,"[70, 716, 122, 735]","[0.05, 0.6717592592592593, 0.027083333333333334, 0.017592592592592594]",FALSE,Text,Polyline,0,0,"(197, 195, 196)",,,
frame_006.png,93982c8620,text,"[1257, 742, 1305, 757]","[0.6671875, 0.6939814814814815, 0.025, 0.013888888888888888]",FALSE,Text,Names,0,0,"(168, 168, 167)",,,
frame_006.png,d549646b12,text,"[1445, 742, 1492, 757]","[0.76484375, 0.6939814814814815, 0.024479166666666666, 0.013888888888888888]",FALSE,Text,Entities,0,0,"(163, 163, 164)",,,
frame_006.png,5721a370bf,text,"[1633, 742, 1660, 757]","[0.8575520833333333, 0.6939814814814815, 0.0140625, 0.013888888888888888]",FALSE,Text,Des,0,0,"(166, 166, 168)",,,
frame_006.png,b6255bb119,text,"[73, 755, 145, 770]","[0.05677083333333333, 0.7060185185185185, 0.0375, 0.013888888888888888]",FALSE,Text,Point cloud,0,0,"(185, 184, 185)",,,
frame_006.png,2e2d05d66d,text,"[70, 772, 106, 788]","[0.04583333333333333, 0.7222222222222222, 0.01875, 0.014814814814814815]",FALSE,Text,Note,0,0,"(182, 182, 185)",,,
frame_006.png,45a597fd01,text,"[1298, 766, 1336, 783]","[0.6859375, 0.7171296296296297, 0.019791666666666666, 0.01574074074074074]",FALSE,Text,Colcr,0,0,"(200, 197, 200)",,,
frame_006.png,776feed38b,text,"[70, 790, 140, 807]","[0.0546875, 0.7393518518518518, 0.036458333333333336, 0.01574074074074074]",FALSE,Text,Dimension,0,0,"(181, 182, 184)",,,
frame_006.png,31551ef8c4,text,"[1298, 790, 1330, 807]","[0.684375, 0.7393518518518518, 0.016666666666666666, 0.01574074074074074]",FALSE,Text,Tag;,0,0,"(190, 194, 195)",,,
frame_006.png,4c8624f88e,text,"[114, 810, 165, 829]","[0.07265625, 0.7587962962962963, 0.0265625, 0.017592592592592594]",FALSE,Text,graphic,0,0,"(180, 180, 180)",,,
frame_006.png,6c07dbd028,text,"[1298, 836, 1342, 853]","[0.6875, 0.7819444444444444, 0.022916666666666665, 0.01574074074074074]",FALSE,Text,Stored,0,0,"(198, 199, 199)",,,
frame_006.png,c3ceb73ff0,text,"[69, 847, 114, 866]","[0.04765625, 0.7930555555555555, 0.0234375, 0.017592592592592594]",FALSE,Text,Group,0,0,"(173, 171, 174)",,,
frame_006.png,3a243a4862,text,"[1257, 862, 1284, 877]","[0.66171875, 0.8050925925925926, 0.0140625, 0.013888888888888888]",FALSE,Text,Info,0,0,"(162, 161, 165)",,,
frame_006.png,f81c35c4df,text,"[48, 873, 112, 888]","[0.041666666666666664, 0.8152777777777778, 0.03333333333333333, 0.013888888888888888]",FALSE,Text,Attrioutes,0,0,"(201, 202, 202)",,,
frame_006.png,d09ced90d1,text,"[48, 929, 112, 945]","[0.041666666666666664, 0.8675925925925926, 0.03333333333333333, 0.014814814814814815]",FALSE,Text,Advanced,0,0,"(176, 174, 176)",,,
frame_006.png,58405b3fd9,text,"[1257, 929, 1325, 945]","[0.6723958333333333, 0.8675925925925926, 0.035416666666666666, 0.014814814814814815]",FALSE,Text,Search and,0,0,"(169, 163, 160)",,,
frame_006.png,8d8aa191f0,text,"[1355, 929, 1415, 942]","[0.7213541666666666, 0.8662037037037037, 0.03125, 0.012037037037037037]",FALSE,Text,command,0,0,"(163, 159, 157)",,,
frame_006.png,b7dd246dce,text,"[1600, 958, 1625, 975]","[0.83984375, 0.8949074074074074, 0.013020833333333334, 0.01574074074074074]",FALSE,Text,PM,0,0,"(195, 203, 212)",,,
frame_006.png,2b930d5d16,text,"[90, 735, 130, 749]","[0.057291666666666664, 0.687037037037037, 0.020833333333333332, 0.012962962962962963]",FALSE,Text,lpath,0,0,"(181, 180, 181)",,,
frame_006.png,eafdebddfc,text,"[1553, 962, 1639, 991]","[0.83125, 0.9041666666666667, 0.04479166666666667, 0.026851851851851852]",TRUE,Text,12/19/2024,0,0,"(198, 206, 215)",,,
frame_006.png,365d84e81d,text,"[782, 81, 892, 116]","[0.4359375, 0.0912037037037037, 0.057291666666666664, 0.032407407407407406]",TRUE,Text,Winaows,0,0,"(224, 225, 226)",,,
frame_006.png,c728d9e0dc,text,"[1, 1045, 127, 1077]","[0.03333333333333333, 0.9824074074074074, 0.065625, 0.02962962962962963]",TRUE,Text,"Fillingim, Blane",0,0,"(24, 24, 24)",,,
frame_006.png,0c932c13f5,text,"[1018, 147, 1085, 172]","[0.54765625, 0.1476851851851852, 0.034895833333333334, 0.023148148148148147]",TRUE,Text,CAM,0,0,"(185, 186, 186)",,,
frame_006.png,0443df3f64,text,"[571, 958, 831, 993]","[0.3651041666666667, 0.9032407407407408, 0.13541666666666666, 0.032407407407407406]",TRUE,Text,Search,0,0,"(234, 238, 246)",,,
frame_006.png,ba35eb53e5,text,"[1258, 899, 1426, 925]","[0.6989583333333333, 0.8444444444444444, 0.0875, 0.024074074074074074]",TRUE,Text,Search,0,0,"(173, 177, 182)",,,
frame_006.png,fe37b23623,text,"[1258, 899, 1426, 925]","[0.6989583333333333, 0.8444444444444444, 0.0875, 0.024074074074074074]",TRUE,Text,start command,0,0,"(173, 177, 182)",,,
frame_006.png,78ebeddb7b,text,"[1713, 455, 1872, 623]","[0.93359375, 0.49907407407407406, 0.0828125, 0.15555555555555556]",TRUE,Text,BF,0,0,"(153, 162, 167)",,,
frame_006.png,c42e3992c8,text,"[895, 147, 965, 170]","[0.484375, 0.14675925925925926, 0.036458333333333336, 0.021296296296296296]",TRUE,Text,Electrodes,0,0,"(169, 171, 171)",,,
frame_006.png,37c4878785,text,"[0, 233, 346, 262]","[0.09010416666666667, 0.22916666666666666, 0.18020833333333333, 0.026851851851851852]",TRUE,Text,"146,77",0,0,"(213, 216, 215)",,,
frame_006.png,36480995e8,text,"[0, 233, 346, 262]","[0.09010416666666667, 0.22916666666666666, 0.18020833333333333, 0.026851851851851852]",TRUE,Text,"2,34,047",0,0,"(213, 216, 215)",,,
frame_006.png,b06cdf3b04,text,"[1262, 808, 1681, 834]","[0.76640625, 0.7601851851851852, 0.21822916666666667, 0.024074074074074074]",TRUE,Text,User deiined {295,0,0,"(166, 173, 178)",,,
